#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 2,Genome 3,Genome 4
651951,accessory,3,1,,1,,,
651951,accessory,4,1,,1,,,
651952,accessory,4,2,2,1,2,,
651953,accessory,1,1,,1,1,,
651953,accessory,4,1,,1,1,,
651954,accessory,1,1,,1,,1,
651954,accessory,3,1,,1,,1,
651956,accessory,4,10,9,9,10,,
651957,accessory,1,2,,,2,2,
651957,accessory,2,2,,,2,2,
651960,accessory,1,1,,,1,,
651960,accessory,2,1,,,1,,
651960,accessory,4,1,,,1,,
651961,accessory,4,2,2,1,2,,
651964,accessory,1,1,,,1,1,
651964,accessory,2,1,,,1,1,
651965,accessory,1,1,,,1,1,
651965,accessory,2,1,,,1,1,
651966,accessory,1,1,,,1,1,
651966,accessory,2,1,,,1,1,
651974,core,3,3,1,2,,2,
651976,accessory,1,2,,1,2,1,
651986,core,2,2,1,,1,1,
652010,accessory,1,1,,,1,,
652010,accessory,2,1,,,1,,
652010,accessory,4,1,,,1,,
652017,core,1,2,,1,1,1,
652019,accessory,1,1,,1,,1,
652019,accessory,3,1,,1,,1,
652021,accessory,1,2,,2,1,2,
652029,core,1,2,,1,1,1,
652030,accessory,2,1,1,,,,
652030,accessory,3,1,1,,,,
652030,accessory,4,1,1,,,,
652034,core,4,2,1,1,1,,
652042,core,2,2,1,,,,
652042,core,3,2,1,,,,
652042,core,4,2,1,,,,
652049,accessory,1,1,,1,,1,
652049,accessory,3,1,,1,,1,
652050,accessory,2,1,1,,,1,
652050,accessory,3,1,1,,,1,
652053,accessory,1,1,,,1,,
652053,accessory,2,1,,,1,,
652053,accessory,4,1,,,1,,
652065,accessory,1,1,,1,,1,
652065,accessory,3,1,,1,,1,
652066,accessory,1,1,,1,,1,
652066,accessory,3,1,,1,,1,
652067,accessory,1,1,,1,,1,
652067,accessory,3,1,,1,,1,
652068,accessory,1,1,,1,,1,
652068,accessory,3,1,,1,,1,
652069,accessory,1,1,,1,,1,
652069,accessory,3,1,,1,,1,
652071,accessory,1,1,,1,,,
652071,accessory,3,1,,1,,,
652071,accessory,4,1,,1,,,
652072,accessory,1,1,,1,,1,
652072,accessory,3,1,,1,,1,
652073,accessory,1,1,,1,,1,
652073,accessory,3,1,,1,,1,
652079,core,1,3,,1,,1,
652079,core,3,3,,1,,1,
652080,core,2,2,1,,1,1,
652087,accessory,1,1,,1,,,
652087,accessory,3,1,,1,,,
652087,accessory,4,1,,1,,,
652088,accessory,1,1,,,1,1,
652088,accessory,2,1,,,1,1,
652090,accessory,1,1,,1,,1,
652090,accessory,3,1,,1,,1,
652092,accessory,2,1,1,,1,,
652092,accessory,4,1,1,,1,,
652098,core,2,7,1,,,,
652098,core,3,7,1,,,,
652098,core,4,7,1,,,,
652103,core,3,5,1,2,,2,
652107,accessory,2,3,3,,2,3,
652115,accessory,1,1,,1,,,
652115,accessory,3,1,,1,,,
652115,accessory,4,1,,1,,,
652116,accessory,1,1,,1,,,
652116,accessory,3,1,,1,,,
652116,accessory,4,1,,1,,,
652118,core,4,9,4,4,4,,
652134,accessory,1,2,,1,2,1,
652136,accessory,1,1,,1,,,
652136,accessory,3,1,,1,,,
652136,accessory,4,1,,1,,,
652137,accessory,1,1,,1,,,
652137,accessory,3,1,,1,,,
652137,accessory,4,1,,1,,,
652138,accessory,3,1,1,1,,,
652138,accessory,4,1,1,1,,,
652139,accessory,3,1,1,1,,,
652139,accessory,4,1,1,1,,,
652147,core,1,2,,,1,,
652147,core,2,2,,,1,,
652147,core,4,2,,,1,,
652149,accessory,1,1,,,1,,
652149,accessory,2,1,,,1,,
652149,accessory,4,1,,,1,,
652150,core,2,2,1,,1,1,
652151,accessory,1,1,,1,,,
652151,accessory,3,1,,1,,,
652151,accessory,4,1,,1,,,
652153,accessory,1,1,,,1,1,
652153,accessory,2,1,,,1,1,
652157,core,1,2,,1,1,1,
652164,accessory,1,1,,,,1,
652164,accessory,2,1,,,,1,
652164,accessory,3,1,,,,1,
652165,accessory,4,3,1,3,2,,
652166,accessory,4,3,2,3,2,,
652167,accessory,4,2,1,2,2,,
652170,accessory,1,1,,1,1,,
652170,accessory,4,1,,1,1,,
652192,core,1,2,,1,1,1,
652197,accessory,1,1,,1,,,
652197,accessory,3,1,,1,,,
652197,accessory,4,1,,1,,,
652198,accessory,1,1,,1,,,
652198,accessory,3,1,,1,,,
652198,accessory,4,1,,1,,,
652206,core,4,2,1,1,1,,
652207,core,1,2,,1,1,1,
652209,accessory,2,1,1,,,,
652209,accessory,3,1,1,,,,
652209,accessory,4,1,1,,,,
652210,accessory,1,1,,,1,,
652210,accessory,2,1,,,1,,
652210,accessory,4,1,,,1,,
652211,accessory,2,1,1,,,,
652211,accessory,3,1,1,,,,
652211,accessory,4,1,1,,,,
652212,accessory,1,1,,1,1,,
652212,accessory,4,1,,1,1,,
652224,accessory,1,1,,,1,,
652224,accessory,2,1,,,1,,
652224,accessory,4,1,,,1,,
652225,accessory,1,1,,,,1,
652225,accessory,2,1,,,,1,
652225,accessory,3,1,,,,1,
652227,core,1,2,,1,1,1,
652230,accessory,1,1,,1,1,,
652230,accessory,4,1,,1,1,,
652231,core,1,2,,1,1,1,
652232,accessory,1,1,,,,1,
652232,accessory,2,1,,,,1,
652232,accessory,3,1,,,,1,
652240,core,1,2,,1,1,1,
652251,accessory,1,1,,,,1,
652251,accessory,2,1,,,,1,
652251,accessory,3,1,,,,1,
652255,core,1,2,,,,1,
652255,core,2,2,,,,1,
652255,core,3,2,,,,1,
652257,accessory,1,1,,,1,,
652257,accessory,2,1,,,1,,
652257,accessory,4,1,,,1,,
652258,accessory,3,1,1,1,,,
652258,accessory,4,1,1,1,,,
652274,accessory,1,1,,,1,1,
652274,accessory,2,1,,,1,1,
652288,accessory,1,1,,1,1,,
652288,accessory,4,1,,1,1,,
652290,accessory,1,1,,,1,,
652290,accessory,2,1,,,1,,
652290,accessory,4,1,,,1,,
652294,accessory,1,1,,1,,1,
652294,accessory,3,1,,1,,1,
652300,core,1,6,,,,1,
652300,core,2,6,,,,1,
652300,core,3,6,,,,1,
652305,accessory,1,1,,1,,,
652305,accessory,3,1,,1,,,
652305,accessory,4,1,,1,,,
652311,core,1,3,,,1,,
652311,core,2,3,,,1,,
652311,core,4,3,,,1,,
652312,accessory,2,2,2,,1,2,
652313,accessory,1,1,,1,,,
652313,accessory,3,1,,1,,,
652313,accessory,4,1,,1,,,
652314,accessory,1,1,,,1,,
652314,accessory,2,1,,,1,,
652314,accessory,4,1,,,1,,
652323,accessory,1,1,,1,,,
652323,accessory,3,1,,1,,,
652323,accessory,4,1,,1,,,
652326,accessory,1,1,,1,,,
652326,accessory,3,1,,1,,,
652326,accessory,4,1,,1,,,
652328,accessory,1,1,,1,1,,
652328,accessory,4,1,,1,1,,
652329,accessory,1,1,,1,1,,
652329,accessory,4,1,,1,1,,
652330,accessory,1,1,,1,1,,
652330,accessory,4,1,,1,1,,
652332,accessory,3,15,15,15,,3,
652333,accessory,4,8,8,8,6,,
652334,core,1,2,,,1,1,
652334,core,2,2,,,1,1,
652336,accessory,3,2,2,1,,1,
652341,accessory,2,1,1,,,,
652341,accessory,3,1,1,,,,
652341,accessory,4,1,1,,,,
652342,accessory,2,1,1,,,,
652342,accessory,3,1,1,,,,
652342,accessory,4,1,1,,,,
652343,accessory,1,1,,1,,1,
652343,accessory,3,1,,1,,1,
652344,accessory,1,1,,1,1,,
652344,accessory,4,1,,1,1,,
652345,accessory,3,1,1,1,,,
652345,accessory,4,1,1,1,,,
652346,accessory,2,1,1,,1,,
652346,accessory,4,1,1,,1,,
652347,accessory,1,1,,1,1,,
652347,accessory,4,1,,1,1,,
652348,accessory,1,1,,1,,1,
652348,accessory,3,1,,1,,1,
652398,accessory,1,2,,,2,,
652398,accessory,2,2,,,2,,
652398,accessory,4,2,,,2,,
652399,core,3,2,1,1,,1,
652400,accessory,1,1,,,1,,
652400,accessory,2,1,,,1,,
652400,accessory,4,1,,,1,,
652401,accessory,1,1,,,1,,
652401,accessory,2,1,,,1,,
652401,accessory,4,1,,,1,,
652402,accessory,1,1,,1,,,
652402,accessory,3,1,,1,,,
652402,accessory,4,1,,1,,,
652406,accessory,1,1,,,,1,
652406,accessory,2,1,,,,1,
652406,accessory,3,1,,,,1,
652414,accessory,1,1,,1,,,
652414,accessory,3,1,,1,,,
652414,accessory,4,1,,1,,,
652419,accessory,1,1,,1,1,,
652419,accessory,4,1,,1,1,,
652426,accessory,1,1,,1,,,
652426,accessory,3,1,,1,,,
652426,accessory,4,1,,1,,,
652434,accessory,2,1,1,,1,,
652434,accessory,4,1,1,,1,,
652438,accessory,1,1,,1,,,
652438,accessory,3,1,,1,,,
652438,accessory,4,1,,1,,,
652440,accessory,1,1,,1,,,
652440,accessory,3,1,,1,,,
652440,accessory,4,1,,1,,,
652442,accessory,1,1,,1,,1,
652442,accessory,3,1,,1,,1,
652444,core,1,2,,,1,1,
652444,core,2,2,,,1,1,
652447,accessory,1,1,,1,,,
652447,accessory,3,1,,1,,,
652447,accessory,4,1,,1,,,
652448,accessory,2,1,1,,,,
652448,accessory,3,1,1,,,,
652448,accessory,4,1,1,,,,
652449,accessory,2,1,1,,,,
652449,accessory,3,1,1,,,,
652449,accessory,4,1,1,,,,
652460,accessory,3,2,2,1,,2,
652462,accessory,1,1,,,1,,
652462,accessory,2,1,,,1,,
652462,accessory,4,1,,,1,,
652463,accessory,1,1,,1,1,,
652463,accessory,4,1,,1,1,,
652465,accessory,1,1,,1,,1,
652465,accessory,3,1,,1,,1,
652466,accessory,3,2,1,2,,2,
652467,accessory,1,2,,2,2,,
652467,accessory,4,2,,2,2,,
652469,accessory,1,2,,2,,1,
652469,accessory,3,2,,2,,1,
652470,accessory,1,1,,1,,1,
652470,accessory,3,1,,1,,1,
652471,accessory,2,1,1,,,,
652471,accessory,3,1,1,,,,
652471,accessory,4,1,1,,,,
652472,accessory,1,1,,1,,1,
652472,accessory,3,1,,1,,1,
652473,accessory,2,1,1,,1,,
652473,accessory,4,1,1,,1,,
652477,core,1,2,,,1,1,
652477,core,2,2,,,1,1,
652478,accessory,1,1,,,,1,
652478,accessory,2,1,,,,1,
652478,accessory,3,1,,,,1,
652480,accessory,1,1,,1,,,
652480,accessory,3,1,,1,,,
652480,accessory,4,1,,1,,,
652483,accessory,1,1,,1,,1,
652483,accessory,3,1,,1,,1,
652490,accessory,2,1,1,,1,,
652490,accessory,4,1,1,,1,,
652491,accessory,1,4,,4,4,3,
652494,core,2,2,1,,1,,
652494,core,4,2,1,,1,,
652500,accessory,1,1,,1,1,,
652500,accessory,4,1,,1,1,,
652506,accessory,1,1,,1,,1,
652506,accessory,3,1,,1,,1,
652510,accessory,1,1,,1,,,
652510,accessory,3,1,,1,,,
652510,accessory,4,1,,1,,,
652513,accessory,2,1,1,,1,,
652513,accessory,4,1,1,,1,,
652514,accessory,1,1,,1,,1,
652514,accessory,3,1,,1,,1,
652515,accessory,1,1,,1,,1,
652515,accessory,3,1,,1,,1,
652516,accessory,1,1,,,1,1,
652516,accessory,2,1,,,1,1,
652517,accessory,1,1,,1,1,,
652517,accessory,4,1,,1,1,,
652521,accessory,1,1,,,1,1,
652521,accessory,2,1,,,1,1,
652527,accessory,1,1,,1,,1,
652527,accessory,3,1,,1,,1,
652528,accessory,1,1,,,1,1,
652528,accessory,2,1,,,1,1,
652531,accessory,1,2,,1,,2,
652531,accessory,3,2,,1,,2,
652534,core,1,2,,,,1,
652534,core,2,2,,,,1,
652534,core,3,2,,,,1,
652545,accessory,1,1,,,1,,
652545,accessory,2,1,,,1,,
652545,accessory,4,1,,,1,,
652547,accessory,1,1,,1,,1,
652547,accessory,3,1,,1,,1,
652550,core,2,3,1,,1,1,
652552,accessory,1,1,,1,,,
652552,accessory,3,1,,1,,,
652552,accessory,4,1,,1,,,
652571,core,3,4,1,1,,2,
652574,accessory,1,1,,1,,,
652574,accessory,3,1,,1,,,
652574,accessory,4,1,,1,,,
652575,accessory,1,1,,,1,1,
652575,accessory,2,1,,,1,1,
652576,accessory,3,1,1,1,,,
652576,accessory,4,1,1,1,,,
652577,accessory,1,1,,,1,1,
652577,accessory,2,1,,,1,1,
652587,accessory,1,1,,,,1,
652587,accessory,2,1,,,,1,
652587,accessory,3,1,,,,1,
652594,accessory,1,1,,1,,1,
652594,accessory,3,1,,1,,1,
652598,core,1,6,,3,3,3,
652599,accessory,3,2,2,1,,1,
652611,accessory,1,1,,,,1,
652611,accessory,2,1,,,,1,
652611,accessory,3,1,,,,1,
652625,accessory,1,1,,,1,,
652625,accessory,2,1,,,1,,
652625,accessory,4,1,,,1,,
652627,core,4,9,2,2,2,,
652628,accessory,2,1,1,,,,
652628,accessory,3,1,1,,,,
652628,accessory,4,1,1,,,,
652629,accessory,1,1,,,,1,
652629,accessory,2,1,,,,1,
652629,accessory,3,1,,,,1,
652633,accessory,1,1,,1,,1,
652633,accessory,3,1,,1,,1,
652637,core,1,2,,1,1,1,
652640,core,1,2,,,,1,
652640,core,2,2,,,,1,
652640,core,3,2,,,,1,
652641,accessory,4,14,14,14,10,,
652642,accessory,3,15,15,15,,14,
652643,accessory,2,10,7,,10,10,
652644,accessory,1,6,,6,6,1,
652645,accessory,2,4,1,,4,2,
652646,accessory,3,7,6,7,,7,
652647,accessory,1,5,,4,5,5,
652648,accessory,2,5,4,,5,5,
652649,accessory,2,3,3,,2,2,
652650,accessory,2,4,3,,4,4,
652651,accessory,1,3,,2,3,3,
652652,accessory,1,2,,,2,2,
652652,accessory,2,2,,,2,2,
652653,accessory,3,2,2,2,,,
652653,accessory,4,2,2,2,,,
652655,accessory,3,3,2,3,,3,
652658,accessory,1,2,,2,2,1,
652659,accessory,2,1,1,,,,
652659,accessory,3,1,1,,,,
652659,accessory,4,1,1,,,,
652660,accessory,2,1,1,,,1,
652660,accessory,3,1,1,,,1,
652661,accessory,3,1,1,1,,,
652661,accessory,4,1,1,1,,,
652665,accessory,1,1,,1,,1,
652665,accessory,3,1,,1,,1,
652690,core,2,2,1,,1,1,
652695,accessory,1,1,,1,,1,
652695,accessory,3,1,,1,,1,
652716,accessory,1,1,,1,,,
652716,accessory,3,1,,1,,,
652716,accessory,4,1,,1,,,
652725,accessory,1,1,,1,,1,
652725,accessory,3,1,,1,,1,
652731,accessory,4,3,1,3,1,,
652732,accessory,1,1,,1,,1,
652732,accessory,3,1,,1,,1,
652734,accessory,1,1,,1,,1,
652734,accessory,3,1,,1,,1,
652735,accessory,1,1,,,1,,
652735,accessory,2,1,,,1,,
652735,accessory,4,1,,,1,,
652737,core,1,3,,,2,,
652737,core,2,3,,,2,,
652737,core,4,3,,,2,,
652744,accessory,1,1,,,1,,
652744,accessory,2,1,,,1,,
652744,accessory,4,1,,,1,,
652747,accessory,1,1,,,,1,
652747,accessory,2,1,,,,1,
652747,accessory,3,1,,,,1,
652752,accessory,1,1,,,,1,
652752,accessory,2,1,,,,1,
652752,accessory,3,1,,,,1,
652765,accessory,1,1,,,,1,
652765,accessory,2,1,,,,1,
652765,accessory,3,1,,,,1,
652766,accessory,1,1,,,,1,
652766,accessory,2,1,,,,1,
652766,accessory,3,1,,,,1,
652767,accessory,2,1,1,,,,
652767,accessory,3,1,1,,,,
652767,accessory,4,1,1,,,,
652770,accessory,1,1,,,,1,
652770,accessory,2,1,,,,1,
652770,accessory,3,1,,,,1,
652771,accessory,2,1,1,,1,,
652771,accessory,4,1,1,,1,,
652786,accessory,1,1,,1,,,
652786,accessory,3,1,,1,,,
652786,accessory,4,1,,1,,,
652790,accessory,1,1,,1,,,
652790,accessory,3,1,,1,,,
652790,accessory,4,1,,1,,,
652798,accessory,4,2,1,2,2,,
652803,accessory,1,1,,,1,,
652803,accessory,2,1,,,1,,
652803,accessory,4,1,,,1,,
652813,core,4,2,1,1,1,,
652821,core,1,2,,,,1,
652821,core,2,2,,,,1,
652821,core,3,2,,,,1,
652822,core,2,2,1,,,,
652822,core,3,2,1,,,,
652822,core,4,2,1,,,,
652824,accessory,1,1,,1,,,
652824,accessory,3,1,,1,,,
652824,accessory,4,1,,1,,,
652825,accessory,1,1,,,1,1,
652825,accessory,2,1,,,1,1,
652829,accessory,1,1,,,,1,
652829,accessory,2,1,,,,1,
652829,accessory,3,1,,,,1,
652842,accessory,1,1,,,,1,
652842,accessory,2,1,,,,1,
652842,accessory,3,1,,,,1,
652851,accessory,1,1,,,,1,
652851,accessory,2,1,,,,1,
652851,accessory,3,1,,,,1,
652859,accessory,1,1,,,1,,
652859,accessory,2,1,,,1,,
652859,accessory,4,1,,,1,,
652864,accessory,1,1,,,,1,
652864,accessory,2,1,,,,1,
652864,accessory,3,1,,,,1,
652866,accessory,1,1,,,,1,
652866,accessory,2,1,,,,1,
652866,accessory,3,1,,,,1,
652867,accessory,1,1,,,,1,
652867,accessory,2,1,,,,1,
652867,accessory,3,1,,,,1,
652868,accessory,1,1,,,,1,
652868,accessory,2,1,,,,1,
652868,accessory,3,1,,,,1,
652873,core,1,2,,1,1,,
652873,core,4,2,,1,1,,
652874,accessory,2,2,2,,1,,
652874,accessory,4,2,2,,1,,
652875,core,1,2,,1,1,1,
652877,accessory,2,1,1,,1,,
652877,accessory,4,1,1,,1,,
652878,accessory,1,1,,,1,1,
652878,accessory,2,1,,,1,1,
652882,accessory,1,1,,,,1,
652882,accessory,2,1,,,,1,
652882,accessory,3,1,,,,1,
652883,core,2,3,2,,2,2,
652884,accessory,4,3,2,3,2,,
652885,accessory,2,2,1,,2,1,
652887,accessory,2,1,1,,1,,
652887,accessory,4,1,1,,1,,
652888,accessory,2,1,1,,,1,
652888,accessory,3,1,1,,,1,
652889,accessory,1,1,,1,,1,
652889,accessory,3,1,,1,,1,
652892,core,2,2,1,,1,1,
652893,accessory,2,1,1,,,,
652893,accessory,3,1,1,,,,
652893,accessory,4,1,1,,,,
652894,accessory,2,1,1,,,,
652894,accessory,3,1,1,,,,
652894,accessory,4,1,1,,,,
652895,accessory,1,1,,,1,,
652895,accessory,2,1,,,1,,
652895,accessory,4,1,,,1,,
652896,accessory,3,1,1,1,,,
652896,accessory,4,1,1,1,,,
652897,accessory,3,1,1,1,,,
652897,accessory,4,1,1,1,,,
652903,core,2,2,1,,,,
652903,core,3,2,1,,,,
652903,core,4,2,1,,,,
652922,accessory,4,2,1,2,1,,
652923,core,4,2,1,1,1,,
652926,accessory,1,1,,,1,,
652926,accessory,2,1,,,1,,
652926,accessory,4,1,,,1,,
652932,accessory,1,1,,,1,,
652932,accessory,2,1,,,1,,
652932,accessory,4,1,,,1,,
652935,accessory,1,1,,1,,,
652935,accessory,3,1,,1,,,
652935,accessory,4,1,,1,,,
652945,accessory,1,1,,1,,1,
652945,accessory,3,1,,1,,1,
652951,accessory,2,1,1,,1,,
652951,accessory,4,1,1,,1,,
652962,accessory,2,1,1,,,,
652962,accessory,3,1,1,,,,
652962,accessory,4,1,1,,,,
652963,accessory,1,1,,,1,,
652963,accessory,2,1,,,1,,
652963,accessory,4,1,,,1,,
652964,accessory,1,1,,,1,,
652964,accessory,2,1,,,1,,
652964,accessory,4,1,,,1,,
652973,core,1,2,,1,,1,
652973,core,3,2,,1,,1,
652974,accessory,1,1,,,,1,
652974,accessory,2,1,,,,1,
652974,accessory,3,1,,,,1,
652975,accessory,1,1,,,1,1,
652975,accessory,2,1,,,1,1,
652976,core,1,2,,1,1,,
652976,core,4,2,,1,1,,
652979,accessory,2,1,1,,,,
652979,accessory,3,1,1,,,,
652979,accessory,4,1,1,,,,
652980,accessory,4,2,2,1,2,,
652981,accessory,2,1,1,,1,,
652981,accessory,4,1,1,,1,,
652982,accessory,2,1,1,,1,,
652982,accessory,4,1,1,,1,,
652983,accessory,2,1,1,,1,,
652983,accessory,4,1,1,,1,,
652985,accessory,1,1,,,1,,
652985,accessory,2,1,,,1,,
652985,accessory,4,1,,,1,,
652986,accessory,1,1,,,1,,
652986,accessory,2,1,,,1,,
652986,accessory,4,1,,,1,,
652987,accessory,1,1,,,1,,
652987,accessory,2,1,,,1,,
652987,accessory,4,1,,,1,,
652988,accessory,1,1,,,1,,
652988,accessory,2,1,,,1,,
652988,accessory,4,1,,,1,,
652990,accessory,1,1,,,1,1,
652990,accessory,2,1,,,1,1,
652996,accessory,1,1,,1,,1,
652996,accessory,3,1,,1,,1,
652997,accessory,1,1,,1,,1,
652997,accessory,3,1,,1,,1,
653000,accessory,1,1,,,1,,
653000,accessory,2,1,,,1,,
653000,accessory,4,1,,,1,,
653003,accessory,1,1,,,1,,
653003,accessory,2,1,,,1,,
653003,accessory,4,1,,,1,,
653005,core,4,2,1,1,1,,
653007,accessory,1,1,,,,1,
653007,accessory,2,1,,,,1,
653007,accessory,3,1,,,,1,
653009,accessory,2,1,1,,,1,
653009,accessory,3,1,1,,,1,
653010,accessory,1,1,,,1,1,
653010,accessory,2,1,,,1,1,
653022,accessory,2,1,1,,,,
653022,accessory,3,1,1,,,,
653022,accessory,4,1,1,,,,
653023,accessory,1,1,,,1,1,
653023,accessory,2,1,,,1,1,
653037,accessory,1,1,,1,,,
653037,accessory,3,1,,1,,,
653037,accessory,4,1,,1,,,
653042,accessory,1,1,,,1,,
653042,accessory,2,1,,,1,,
653042,accessory,4,1,,,1,,
653043,accessory,1,1,,,1,1,
653043,accessory,2,1,,,1,1,
653048,accessory,1,1,,,1,,
653048,accessory,2,1,,,1,,
653048,accessory,4,1,,,1,,
653050,core,3,2,1,1,,1,
653052,core,2,2,1,,1,1,
653056,accessory,1,1,,,,1,
653056,accessory,2,1,,,,1,
653056,accessory,3,1,,,,1,
653068,accessory,1,1,,,,1,
653068,accessory,2,1,,,,1,
653068,accessory,3,1,,,,1,
653069,accessory,1,1,,,1,,
653069,accessory,2,1,,,1,,
653069,accessory,4,1,,,1,,
653071,accessory,4,4,2,4,3,,
653072,accessory,2,2,1,,2,2,
653073,accessory,1,1,,,1,,
653073,accessory,2,1,,,1,,
653073,accessory,4,1,,,1,,
653101,accessory,2,1,1,,,,
653101,accessory,3,1,1,,,,
653101,accessory,4,1,1,,,,
653103,accessory,1,1,,,,1,
653103,accessory,2,1,,,,1,
653103,accessory,3,1,,,,1,
653107,accessory,1,1,,1,,,
653107,accessory,3,1,,1,,,
653107,accessory,4,1,,1,,,
653108,accessory,1,2,,1,2,2,
653109,accessory,1,1,,,1,1,
653109,accessory,2,1,,,1,1,
653110,accessory,3,1,1,1,,,
653110,accessory,4,1,1,1,,,
653111,accessory,2,1,1,,1,,
653111,accessory,4,1,1,,1,,
653117,accessory,1,1,,,1,1,
653117,accessory,2,1,,,1,1,
653122,accessory,1,4,,3,4,4,
653123,accessory,1,1,,,1,1,
653123,accessory,2,1,,,1,1,
653124,accessory,1,1,,,1,1,
653124,accessory,2,1,,,1,1,
653131,accessory,1,1,,1,,,
653131,accessory,3,1,,1,,,
653131,accessory,4,1,,1,,,
653140,accessory,1,1,,,,1,
653140,accessory,2,1,,,,1,
653140,accessory,3,1,,,,1,
653146,accessory,1,1,,1,,1,
653146,accessory,3,1,,1,,1,
653149,accessory,2,1,1,,,,
653149,accessory,3,1,1,,,,
653149,accessory,4,1,1,,,,
653150,accessory,1,1,,,1,,
653150,accessory,2,1,,,1,,
653150,accessory,4,1,,,1,,
653151,accessory,1,1,,1,,1,
653151,accessory,3,1,,1,,1,
653158,core,2,3,2,,1,2,
653159,accessory,2,2,1,,2,,
653159,accessory,4,2,1,,2,,
653162,accessory,1,1,,,1,,
653162,accessory,2,1,,,1,,
653162,accessory,4,1,,,1,,
653168,core,2,2,1,,1,1,
653170,accessory,2,2,2,,2,1,
653176,accessory,2,2,2,,1,1,
653178,accessory,1,1,,1,,,
653178,accessory,3,1,,1,,,
653178,accessory,4,1,,1,,,
653179,accessory,1,1,,,,1,
653179,accessory,2,1,,,,1,
653179,accessory,3,1,,,,1,
653187,accessory,4,8,5,8,8,,
653188,accessory,3,9,7,9,,9,
653190,core,3,3,2,2,,,
653190,core,4,3,2,2,,,
653191,accessory,3,2,1,2,,1,
653192,accessory,1,1,,1,,,
653192,accessory,3,1,,1,,,
653192,accessory,4,1,,1,,,
653193,accessory,1,1,,1,1,,
653193,accessory,4,1,,1,1,,
653194,accessory,1,1,,1,1,,
653194,accessory,4,1,,1,1,,
653203,accessory,1,2,,,1,2,
653203,accessory,2,2,,,1,2,
653205,accessory,2,1,1,,1,,
653205,accessory,4,1,1,,1,,
653206,accessory,2,1,1,,1,,
653206,accessory,4,1,1,,1,,
653207,accessory,1,1,,1,,1,
653207,accessory,3,1,,1,,1,
653211,accessory,1,1,,1,,1,
653211,accessory,3,1,,1,,1,
653213,accessory,1,1,,,1,,
653213,accessory,2,1,,,1,,
653213,accessory,4,1,,,1,,
653214,accessory,1,1,,1,,1,
653214,accessory,3,1,,1,,1,
653217,core,1,2,,1,,,
653217,core,3,2,,1,,,
653217,core,4,2,,1,,,
653220,accessory,1,1,,,,1,
653220,accessory,2,1,,,,1,
653220,accessory,3,1,,,,1,
653221,accessory,1,1,,1,,,
653221,accessory,3,1,,1,,,
653221,accessory,4,1,,1,,,
653222,accessory,3,1,1,1,,,
653222,accessory,4,1,1,1,,,
653243,accessory,1,1,,1,,1,
653243,accessory,3,1,,1,,1,
653255,core,1,2,,,1,,
653255,core,2,2,,,1,,
653255,core,4,2,,,1,,
653263,accessory,1,1,,1,,,
653263,accessory,3,1,,1,,,
653263,accessory,4,1,,1,,,
653267,accessory,1,1,,,1,,
653267,accessory,2,1,,,1,,
653267,accessory,4,1,,,1,,
653280,accessory,1,3,,2,3,2,
653281,accessory,2,2,1,,2,1,
653284,core,1,2,,,,1,
653284,core,2,2,,,,1,
653284,core,3,2,,,,1,
653293,core,2,5,1,,1,1,
653294,accessory,2,1,1,,,,
653294,accessory,3,1,1,,,,
653294,accessory,4,1,1,,,,
653295,accessory,1,1,,,,1,
653295,accessory,2,1,,,,1,
653295,accessory,3,1,,,,1,
653298,accessory,1,1,,,,1,
653298,accessory,2,1,,,,1,
653298,accessory,3,1,,,,1,
653299,accessory,4,2,1,1,2,,
653300,accessory,1,1,,1,,1,
653300,accessory,3,1,,1,,1,
653305,accessory,1,1,,1,,,
653305,accessory,3,1,,1,,,
653305,accessory,4,1,,1,,,
653306,accessory,1,1,,1,,1,
653306,accessory,3,1,,1,,1,
653318,accessory,1,11,,2,11,11,
653319,accessory,1,7,,5,7,7,
653320,accessory,2,6,3,,6,6,
653321,accessory,4,4,1,4,4,,
653322,core,3,3,2,2,,2,
653323,accessory,2,2,1,,2,1,
653324,accessory,1,3,,2,3,3,
653325,accessory,1,2,,1,2,2,
653326,accessory,1,1,,,,1,
653326,accessory,2,1,,,,1,
653326,accessory,3,1,,,,1,
653328,accessory,1,1,,,1,1,
653328,accessory,2,1,,,1,1,
653329,accessory,1,1,,1,1,,
653329,accessory,4,1,,1,1,,
653332,accessory,1,1,,1,1,,
653332,accessory,4,1,,1,1,,
653333,accessory,1,1,,1,1,,
653333,accessory,4,1,,1,1,,
653334,accessory,1,1,,,1,1,
653334,accessory,2,1,,,1,1,
653341,accessory,1,1,,1,1,,
653341,accessory,4,1,,1,1,,
653343,accessory,1,1,,1,,,
653343,accessory,3,1,,1,,,
653343,accessory,4,1,,1,,,
653347,accessory,2,1,1,,,,
653347,accessory,3,1,1,,,,
653347,accessory,4,1,1,,,,
653351,core,3,3,2,2,,2,
653352,accessory,1,1,,1,1,,
653352,accessory,4,1,,1,1,,
653370,accessory,1,2,,2,,,
653370,accessory,3,2,,2,,,
653370,accessory,4,2,,2,,,
653371,accessory,2,1,1,,,1,
653371,accessory,3,1,1,,,1,
653379,accessory,1,1,,1,,,
653379,accessory,3,1,,1,,,
653379,accessory,4,1,,1,,,
653380,accessory,1,1,,1,,,
